Video on Political Ash Wednesday in Demmin with Chancellor Angela Merkel http://bit.ly/hQdMj7 #cdu #cdutv
&quot;Lead Bremen and Bremerhaven to a safe future&quot;. CDU Bremen election program passed: http://bit.ly/i6KXyr
You can find the video about the new website for the #SPD (http://www.schlinger-partei.de) here: http://bit.ly/eYhzhN
"Sometimes Hü, sometimes Hott - new website for the #SPD: http://www.schlinger-partei.de"
Stefan Mappus at the Political Ash Wednesday: &quot;Baden-Württemberg is at the top&quot; http://bit.ly/dOAcvX #cdu #cdubw #bw
# Röttgen: &quot;Clarification at the petrol station and in the workshops&quot;. Article on the # gasoline summit: http://bit.ly/g4DjX4
Hermann @Groehe on the gasoline summit: opposition is campaigning at the pump http://bit.ly/erOtt9 #cdu # e10 #benzin
Julia # Klöckner: &quot;I am fighting for a strong #CDU&quot;. Article: http://bit.ly/ejIEXS #ltwrlp
Merkel: Ethics Committee set up http://bit.ly/hpHHJ2 #cdu #energiepolitik #kernkraft
The current UNION magazine with the main topic #Landtag elections: http://www.union-magazin.de #cdu #RLP #BW
"&quot;A woman can become anything, including a scientist or chancellor&quot;. Guest contribution Angela #Merkel on the 100th #Women&#39;s Day: http://bit.ly/fKdeqa"
# Gröhe: Germany&#39;s economy needs more women in top positions. PM for the 100th International #Women&#39;s Day: http://bit.ly/gzTgT8 #cdu
"&quot;Economy, job market, education - we are ahead everywhere&quot;. Interview with Stefan #Mappus: http://bit.ly/e85ujq #cdu"
&quot;De # Maizière will consistently continue the Bundeswehr reform&quot;. Interview with # CDU General Secretary Hermann # Gröhe: http://bit.ly/eyS97R
# Size: #SPD to end egg dance in Saxony-Anhalt: http://bit.ly/fUR1LJ #ltwsa #cdu
Press conference of # CDU General Secretary Hermann # Gröhe on the state election in Saxony-Anhalt. Video: http://bit.ly/dS5qnR
Merkel: Haseloff stands for the right politics in turbulent times http://bit.ly/i5W5dx #cdu # sachsen-anhalt
#Merkel: Germany supports the goals of the UN resolution by tightening sanctions against the # Gaddafi regime. http://bit.ly/gfoqpx
# Klöckner and #Mappus confidently in TV duels. Article: http://bit.ly/f8FHcC #cdu
"&quot;If you work, you have to have more than if you don&#39;t work&quot;. Interview with Angela #Merkel: http://bit.ly/dSJhuv #cdu"
New #CDU Facebook fan page: For an appropriate appreciation of Ronald #Reagan in Berlin: http://www.facebook.com/ronaldreaganinberlin
&quot;Simply unbearable when people like #Trittin or #Gabriel play the moral apostle&quot;. Interview with #Groehe: http://bit.ly/f9weEr #cdu
von der #Leyen: &quot;The services come straight to the children&quot;. Interview on the # Hartz IV reform: http://bit.ly/gDCYqm
Angela Merkel on Thomas de Maizière and Hans-Peter Friedrich http://bit.ly/gmgJeC #cdu
Gröhe: Horror over Shahbaz Bhatti&#39;s murder http://bit.ly/e6mkjr #cdu #pakistan
Angela Merkel sharply criticizes opposition http://bit.ly/fGErE5 #cdu #union
Hermann @groehe &quot;CDU takes notice of resignation with great respect&quot; http://bit.ly/icrA8C #cdu #csu #guttenberg
@Groehe: &quot;Erdogan shows integration of disservice&quot; http://bit.ly/hQReiG #cdu #union
Stefan Mappus: &quot;We have the lowest unemployment rate in Germany&quot; http://bit.ly/ft4LBV #cdu #bawue
Julia Klöckner: &quot;I want a strong CDU&quot; http://bit.ly/hXeJh9 #cdu #rlp
Frankfurt Mayor Petra Roth praises the education package http://bit.ly/hXvqyL #cdu #hartziv
@Groehe: &quot;Anyone who gives their vote to the CDU relies on progress and future viability&quot; http://bit.ly/fj7JQ9 #cdu #union #bawue
von der Leyen: &quot;We have built something really good with the education package&quot; http://bit.ly/hy0BBL #cdu #union #hartziv #hartz
Annette Schavan: &quot;Alliance for Education launched&quot; http://bit.ly/fQbkiZ #cdu #bildung
# Gröhe: &quot;We are optimistic about the upcoming election campaigns&quot;. Interview: http://bit.ly/i8jlek #cdu #Ländagswahl
#Bremer # CDU top candidate Rita Mohr-Lüllmann: &quot;My goal is the town hall&quot;. Interview: http://bit.ly/frJQwM
#Kauder: &quot;Include equal rights for Christians in the Egyptian constitution&quot;. Article: http://bit.ly/f47K79
Angela #Merkel at the #CDU Saxony-Anhalt&#39;s election campaign kick-off. Video: http://bit.ly/e9icuD
#Merkel: &quot;#Landtagswahl a survey about the future of Baden-Württemberg&quot;. Interview: http://bit.ly/hssQfI #cdu
von der Leyen: &quot;The big winners of this reform are the children and the municipalities&quot;: http://bit.ly/fsSmdv # Hartz-IV-Reform #cdu
Video of today&#39;s press conference by Christoph Ahlhaus and Angela Merkel: http://bit.ly/gW5k6S #cdu #Hamburg
Merkel: &quot;Saxony-Anhalt is a wonderful example of how good politics can make a difference&quot;. Campaign start: http://bit.ly/fu6WKR
&quot;Continue unprecedentedly successful politics.&quot; Article on the #CDU #Hamburg # election campaign conclusion: http://bit.ly/gmrwhX
#Landtag election campaign: Angela #Merkel visits Baden-Württemberg. Video: http://bit.ly/ikv5aX
#Merkel: &quot;Important issues worth arguing about&quot;. Interview including the # Hartz-IV reform: http://bit.ly/g3dZ0Q
Angela #Merkel visits Ravensburg: &quot;Baden-Württemberg needs a strong #CDU&quot;. The complete speech in the video: www.cdu.tv
Hermann # Gröhe: &quot;A strong #CDU is good for #Hamburg&quot;. Article: http://bit.ly/gY35OG
#Merkel: &quot;Stability in the euro area is of the greatest interest to us&quot;. http://bit.ly/hIFRrg #Economic Policy
From the #Leyen to the # Hartz-IV negotiations: &quot;Focus on the essentials&quot;. Article: http://bit.ly/gHEF3j #cdu
&quot;#Compatibility of work and #family is a question of the future&quot;. Article: http://bit.ly/dEiqDz #cdu
&quot;Opposition abuses conciliation procedures&quot;. CDU general secretary # Gröhe on the failure of the # Hartz IV negotiations: http://bit.ly/g7ludg
Frank #Henkel: &quot;We are making an offer to Berliners&quot;. Interview: http://bit.ly/hVkI3u #cdu
Julia # Klöckner: &quot;The best for every student&quot;. Interview on #education policy: http://bit.ly/i6XarI
&quot;The protection of the federal government network works&quot;. Interview with Thomas de # Mazière: http://bit.ly/hwsNY5
&quot;There is a lot at stake for Baden-Württemberg&quot;. Interview with Stefan #Mappus: http://bit.ly/hQxOYA #cdu
&quot;The future belongs to renewable energies&quot;. Name article by Hermann #Groehe: http://bit.ly/hSSHcC #cdu
Norbert #Roettgen: &quot;The EU energy summit will set the course&quot;. Interview: http://bit.ly/i0sPko
&quot;We condemn everyone who uses or encourages violence&quot;. Article on the situation in Egypt: http://bit.ly/eKyO5s
Reiner #Haseloff: &quot;My main goal is a course with moderation and middle&quot;. Interview: http://bit.ly/dHOCzg
Hermann #Groehe: &quot;The education package must be used as soon as possible&quot;. Interview: http://bit.ly/hemr3G
#Merkel: &quot;The # CDU-led coalition in # Saxony-Anhalt can be proud&quot;. Interview: http://bit.ly/dMvrSh
&quot;Making the economy and the world of work more family-friendly&quot;. Interview with Annegret # Kramp-Karrenbauer: http://bit.ly/ikpeBn
#Merkel: &quot;The most important thing is that this government has a clear compass for deleveraging&quot;. Interview: http://bit.ly/dF4Hcw
#Merkel: &quot;Stefan #Mappus must remain prime minister&quot;. Article on the # CDU state party conference in Donaueschingen: http://bit.ly/dPysDb
Angela Merkel in Davos: &quot;Debt is the greatest threat to prosperity on our continent&quot; http://bit.ly/gjlhsK #cdu #union
"Hermann @groehe in an interview with the Black Forest messenger: &quot;Where the CDU rules, people are better off&quot; http://bit.ly/f5Ii35 #cdu #union"
Bundestag approves new ISAF mandate. Article: http://bit.ly/fLKxFR
Gröhe: &quot;Resignation is a sign of poverty for the Platzeck government&quot; To resign d. Brandenburg Minister of Education: http://bit.ly/ihOMIo
Hermann Groehe: &quot;Great trust for Roland Jahn across party borders&quot;. Article: http://bit.ly/fnXyxu
CDU congratulates Wolfgang Böhmer. Press release: http://bit.ly/dX4Euv
Julia Klöckner: &quot;Take care of educational content&quot;. Article on the speech in the Bundestag: http://bit.ly/gtlvZS #cdu
Hermann Gröhe: &quot;No cutbacks in food safety!&quot;. Article on the visit to the &quot;Green Week&quot;: http://bit.ly/hIcHh0 #cdu
Celebrity visit: World boxing champion Vitali #Klitschko was a guest at the Konrad-Adenauer-Haus. Video at www.cdu.tv #cdu
CDU General Secretary Hermann Gröhe: The CDU stands for solid government finances. Article: http://bit.ly/fisEy9
&quot;Budget consolidation in the foreground&quot;. Interview with Volker Kauder: http://bit.ly/f5Vljw
#Groehe: &quot;#Linkspartei is and remains heir to #SED&quot;. The complete speech from the German Bundestag in the video: www.cdu.tv
Annegret # Kramp-Karrenbauer is to succeed Peter #Mueller in Saarland. http://bit.ly/hbrExS #cdu
CDU general secretary Hermann Gröhe on the &quot;Communism longing of the party leader Lötzsch&quot;: http://bit.ly/fDjDr7
"Merkel: &quot;Above all, we want to make progress in the fight against unemployment&quot;. Interview: http://bit.ly/eVgkQw"
Stefan Mappus: &quot;I stand by my word&quot;. Interview: http://bit.ly/fhvrtF
Gröhe: &quot;This is a resounding slap in the face for red-green&quot; http://bit.ly/gdlpVK #cdu #nrw #spd #gruene #haushalt
"Reiner Haseloff: &quot;With citizen work, we finance community work instead of unemployment&quot;. Article: http://bit.ly/hDLGV3"
Christoph Ahlhaus: &quot;Innovation instead of ideology&quot;. Karl-Theodor zu Guttenberg visits the CDU HH election campaign: http://bit.ly/ffhmdr
Volker Kauder: &quot;Freedom of religion is a very special human right&quot;. Interview: http://bit.ly/hH0hJX
Angela Merkel and Julia Klöckner: &quot;We are fighting together for a strong CDU&quot; http://bit.ly/i7Ucmn #cdu #union #merkel # 2011
Angela #Merkel supports Julia #Kloeckner in the state election campaign in Rhineland-Palatinate. The video at: http://bit.ly/hM5C5C #cdu
Successful start in Mainz - Article on the closed conference of the CDU federal executive: http://bit.ly/eun7hA
Prime Minister of Lower Saxony David McAllister in an interview about the expansion of electricity networks http://bit.ly/dMmlw8 #cdu #union #nds
"&quot;The Greens are a party that refuses to see the future&quot;. Interview with Volker Kauder, CDU / CSU parliamentary group leader: http://bit.ly/eDALn0"
Gröhe: &quot;We stand for a modern location policy in the interest of the people!&quot;. Interview: http://bit.ly/gVR5nu
Interview with CDU general secretary Hermann Gröhe before the closed conference of the CDU federal executive board in Mainz: http://bit.ly/fuNYe4
Groehe: &quot;Left Party has a split relationship with the rule of law and democracy&quot;: http://bit.ly/eDhL51
Henkel: &quot;With the CDU there will be no politics in which the future chances of the students will be raffled off&quot;. Interview: http://bit.ly/i42IEX
Hamburg&#39;s first mayor Christoph Ahlhaus: &quot;The CDU has the better answers for this city&quot;. Interview: http://bit.ly/fJ4ZBK
Julia Kloeckner: &quot;Families must have priority&quot;. Interview: http://bit.ly/f0hnZx
CDU General Secretary #Groehe: The #Gruenen are the &quot;Against Party&quot;. Video at www.cdu.tv. Further information at www.die-degen-partei.de
Kauder: &quot;Sign of solidarity with the Copts&quot;. Article on the CDU / CSU group leader&#39;s trip to Egypt: http://bit.ly/i12ZE5
&quot;It is important to me that people take care of the children on site&quot;. Ursula von der Leyen on the Hartz reform: http://bit.ly/hrQlv7
Schavan: &quot;Germany should activate all social forces for good education&quot; Interview: http://bit.ly/dFlElD
Kauder: &quot;Islamic world must do more to protect Christians&quot;. Article: http://bit.ly/fE52D9
Julia Kloeckner: &quot;We will not make lazy compromises in school policy&quot;. Interview: http://bit.ly/fK9Nmt
&quot;Economic competence and social responsibility go together&quot;. Interview with Hermann Gröhe: http://bit.ly/hAhyix
